id,region,year,y,l,pop,k,labsh
1,África,1984,38417.39997820173,3.5121729120612146,10.500629342857142,176932.59881940568,0.5481930596487863
1,África,1985,39802.75170549665,3.593625116401485,10.799493657142856,179998.71211983816,0.5484757551125118
1,África,1986,40552.110235595705,3.670284288749099,11.104136542857143,182172.29115513392,0.5442106144768851
1,África,1987,41830.32030726841,3.792400099443538,11.414211342857142,184352.69183523997,0.5415551977498191
1,África,1988,44073.752794538224,3.9162038803100585,11.728910685714284,187028.49261648997,0.53942391872406
1,África,1989,45487.86849278041,4.037012142475162,12.047286314285714,190115.75531180247,0.5365746200084687
1,África,1990,47402.66461094448,4.1573508556400025,12.349220714285714,193619.47392926898,0.5371442573411124
1,África,1991,48408.34113943917,4.278459887312991,12.672730457142857,197352.58926130022,0.5398602545261383
1,África,1992,49218.731245640345,4.382202097028494,12.99907577142857,201409.35968191965,0.5399300081389291
1,África,1993,49131.18955165318,4.493308923499924,13.328443914285714,205240.49632393973,0.542807559456144
1,África,1994,50412.809292166574,4.614232865827424,13.661234085714286,209308.8845703125,0.5415928014687129
1,África,1995,51892.744014195036,4.737816887668201,13.997876942857141,213729.91728864398,0.5381112796919686
1,África,1996,54733.15328892299,4.851338397605079,14.338728685714285,219196.28414132254,0.5384028681686946
1,África,1997,56771.945068359375,4.9832246092813355,14.689877399999999,224616.21444963728,0.5377685470240456
1,África,1998,58729.49936436245,5.119148421713284,15.034212799999999,231432.33575962612,0.5383882309709277
1,África,1999,60538.408244977676,5.264735448360443,15.389393914285714,237210.61206054688,0.5348749586514064
1,África,2000,62771.79835989816,5.3508809768727845,15.7500216,242249.62783551897,0.5299045877797263
1,África,2001,65479.73024553571,5.4265341128621785,16.116576485714283,246492.16165248325,0.533872366803033
1,África,2002,69210.32734810965,5.554835370821612,16.489721628571427,251378.31978236607,0.5331679224967957
1,África,2003,72172.49556100028,5.662551280323949,16.871536371428572,256920.64362444196,0.5247996926307679
1,África,2004,76283.6871660505,5.863513313872474,17.263599971428572,262413.03766043525,0.5240519804613931
1,África,2005,80573.35703996931,6.002256411633321,17.667483314285715,269086.4397670201,0.5150580278464726
1,África,2006,85561.10105329241,6.206278336793185,18.082500057142855,278028.00405273435,0.5099815858261926
